paket,dalamNegeri,jenisPengadaan,metode,lembaga,satker,lokasi,id,pagu,pemilihanDate,sumberDana,isUMKM,volumePekerjaan,uraianPekerjaan,spesifikasiPekerjaan,ownerType,potensiPemborosan,tags.isInappropriate,tags.inappropriateReason,jumlahTagAktif,_source_part
Tenaga Ahli APSI-DIS (Junior Mobile Software Developer - UI/UX) - I (PD),True,Jasa Konsultansi,Pengadaan Langsung,Provinsi DKI Jakarta,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,"DKI Jakarta, Jakarta Selatan (Kota)",62410572,50325000.0,December 2025,APBD,True,3 Bulan,Tercantum di KAK,Tercantum di KAK,provinsi,0.0,low,,0,20
Pengadaan Layanan Cloud Computing untuk Infrastruktur Aplikasi,True,Jasa Lainnya,E-Purchasing,Kementerian  Pekerjaan Umum,693744,"DKI Jakarta, Jakarta Selatan (Kota)",62410654,13477720000.0,December 2025,"APBN,",True,1.0 Dokumen,Pengadaan Layanan Cloud Computing untuk Infrastruktur Aplikasi,sesuai dengan KAK,central,0.0,low,,0,20
Tenaga Ahli APSI-DIS (Senior Software Developer) - I - 2 (PD),True,Jasa Konsultansi,Pengadaan Langsung,Provinsi DKI Jakarta,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,"DKI Jakarta, Jakarta Selatan (Kota)",62410449,57750000.0,December 2025,APBD,True,3 Bulan,Tercantum di KAK,Tercantum di KAK,provinsi,0.0,low,,0,20
Belanja Jasa Konversi Aplikasi/Sistem Informasi,True,Jasa Lainnya,E-Purchasing,Provinsi Banten,Badan Pengelolaan Keuangan dan Aset Daerah,"Banten, Serang (Kota)",62376224,150000000.0,April 2026,APBD,True,1 Paket,Belanja Jasa Konversi Aplikasi/Sistem Informasi,Belanja Jasa Konversi Aplikasi/Sistem Informasi Jasa Konsultansi Non Konstruksi Tipe 6,provinsi,0.0,low,,0,20
Tenaga Ahli APSI-DIS (Middle Software Developer) - I - 5 (PD),True,Jasa Konsultansi,Pengadaan Langsung,Provinsi DKI Jakarta,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,"DKI Jakarta, Jakarta Selatan (Kota)",62410489,55275000.0,December 2025,APBD,True,3 Bulan,Tercantum di KAK,Tercantum di KAK,provinsi,0.0,low,,0,20
Pemeliharaan dan Pengembangan Aplikasi Sistem Pelaporan,True,Jasa Lainnya,Pengadaan Langsung,Kab. Pekalongan,Bagian Administrasi Pembangunan,"Jawa Tengah, Pekalongan (Kab.)",62409551,68100000.0,December 2025,APBD,True,1 Paket,Jaringan Intranet dan Aplikasi (Software)-Pengembangan Sistem / Aplikasi Komputer,Pemeliharaan dan Pengembangan Aplikasi Sistem Pelaporan,kabkota,0.0,low,,0,20
Software Adobe All Apps,True,Barang,E-Purchasing,Kementerian Perindustrian,Pusat Data dan Informasi,"DKI Jakarta, Jakarta Selatan (Kota)",62410526,26000000.0,June 2026,APBN - RUPIAH MURNI (A),True,"( 1, Paket, @ 26000000 )","1. Software Adobe All Apps ( 1, Paket, @ 26000000 );",Software Adobe All Apps,central,0.0,low,,0,20
Belanja Pemeliharaan Aset Tidak Berwujud-Software,True,Jasa Lainnya,Pengadaan Langsung,Kab. Klaten,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,"Jawa Tengah, Klaten (Kab.)",62409753,15000000.0,February 2026,APBD,True,1 Paket,Aplikasi Antrian Dan IKM;,;,kabkota,0.0,low,,0,20
Belanja Jasa Konversi Aplikasi/Sistem Informasi Puskesmas Sekardangan,True,Jasa Lainnya,E-Purchasing,Kab. Sidoarjo,Puskesmas Sekardangan,"Jawa Timur, Sidoarjo (Kab.)",65216706,15600000.0,February 2026,BLUD,True,1 Tahun,-,-,kabkota,0.0,low,,0,20
Token Aplikasi,True,Jasa Lainnya,E-Purchasing,Kab. Tuban,RSUD dr. R. KOESMA,"Jawa Timur, Tuban (Kab.)",63021713,43000000.0,January 2026,BLUD,True,1 Tahun,Pemenuhan kebutuhan Token Aplikasi di lingkungan RSUD dr. R. Koesma Kabupaten Tuban selama 1 tahun,Pemenuhan kebutuhan Token Aplikasi di lingkungan RSUD dr. R. Koesma Kabupaten Tuban selama 1 tahun sesuai KAK,kabkota,0.0,low,,0,20
Pemeliharaan Aplikasi pada CC Room PUSDA Tirta,True,Jasa Lainnya,E-Purchasing,Provinsi Jawa Timur,DINAS PEKERJAAN UMUM SUMBERDAYA AIR,"Jawa Timur, Surabaya (Kota)",63021983,100000000.0,February 2026,APBD,True,2 Kegiatan,Pemeliharaan Aplikasi pada CC Room PUSDA Tirta,"Pemeliharaan Aplikasi (Maintenance dan Updating) pada CC Room PUSDA Tirta, sesuai dengan Kerangka Acuan Kerja (KAK)",provinsi,0.0,low,,0,20
Belanja Langganan Aplikasi e-BLUD BLUD UPTD Puskesmas Gunung Bahagia,True,Jasa Lainnya,E-Purchasing,Kota Balikpapan,UPTD PUSKESMAS GUNUNG BAHAGIA,"Kalimantan Timur, Balikpapan (Kota)",62413769,10200000.0,December 2025,BLUD,True,1 Paket,Belanja Langganan Aplikasi e-BLUD BLUD UPTD Puskesmas Gunung Bahagia,Belanja Langganan Aplikasi e-BLUD BLUD UPTD Puskesmas Gunung Bahagia,kabkota,0.0,low,,0,20
Belanja Pemeliharaan Aplikasi SIM PKB,True,Jasa Lainnya,Pengadaan Langsung,Kab. Kotawaringin Barat,Dinas Perhubungan,"Kalimantan Tengah, Kotawaringin Barat (Kab.)",65396530,44361705.0,March 2026,APBD,True,1 Paket,Upgrade Aplikasi Sistem Informasi Administrasi PKB;,Serta Instalasi dan Konfigurasi Aplikasi Penerbitan BLUE RFID;,kabkota,0.0,low,,0,20
Pengembangan Aplikasi Morena,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kependudukan dan Pembangunan Keluarga/BKKBN,Pusat Data dan Teknologi Informasi,"DKI Jakarta, Jakarta Timur (Kota)",63021946,50000000.0,May 2026,APBN - RUPIAH MURNI (A),True,1 Paket,Pengembangan Aplikasi Morena,Pengembangan Aplikasi Morena,central,0.0,low,,0,20
Pengembangan Aplikasi SSO,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kependudukan dan Pembangunan Keluarga/BKKBN,Pusat Data dan Teknologi Informasi,"DKI Jakarta, Jakarta Timur (Kota)",63021945,50000000.0,February 2026,APBN - RUPIAH MURNI (A),True,"( 1, PAKET, @ 50000000 )","1. Pengembangan Aplikasi SSO ( 1, PAKET, @ 50000000 );",sesuai spesifikasi pada KAK,central,0.0,low,,0,20
Pembayaran Lisensi Aplikasi Pendukung Pelayanan Kantor-S2,True,Jasa Lainnya,E-Purchasing,Provinsi DKI Jakarta,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,"DKI Jakarta, Jakarta Selatan (Kota)",63023598,134193472.0,March 2026,APBD,True,1 Paket,Disesuaikan dengan KAK,Disesuaikan dengan KAK,provinsi,0.0,low,,0,20
Pengadaan Belanja Barang Non Operasional Lainnya Berupa Pembelian aplikasi video conference Pada Layanan Umum dan Rumah Tangga pada Kantor Imigrasi Kelas II Non TPI Muara Enim - Sumatera Selatan Tahun Anggaran 2026,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Imigrasi dan Pemasyarakatan,IM06 KANTOR IMIGRASI KELAS II NON TPI MUARA ENIM,"Sumatera Selatan, Muara Enim (Kab.)",62379980,6000000.0,January 2026,APBN - PNBP (D),True,"( 12, BLN, @ 500000 )","Pengadaan Belanja Barang Non Operasional Lainnya Berupa Pembelian aplikasi video conference Pada Layanan Umum dan Rumah Tangga pada Kantor Imigrasi Kelas II Non TPI Muara Enim - Sumatera Selatan Tahun Anggaran 2026, berupa : Pembelian aplikasi video conference ( 12, BLN, @ 500000 );","Pengadaan Belanja Barang Non Operasional Lainnya Berupa Pembelian aplikasi video conference Pada Layanan Umum dan Rumah Tangga pada Kantor Imigrasi Kelas II Non TPI Muara Enim - Sumatera Selatan Tahun Anggaran 2026, berupa : Pembelian aplikasi video conference ( 12, BLN, @ 500000 );",central,0.0,low,,0,20
Lisensi Aplikasi Perkantoran,False,Jasa Lainnya,E-Purchasing,Kota Tegal,Dinas Komunikasi dan Informatika,"Jawa Tengah, Tegal (Kota)",62378812,8400000.0,January 2026,APBD,True,3 Unit/Tahun,Lisensi Aplikasi Perkantoran;,-;,kabkota,0.0,low,,0,20
Pengembangan Aplikasi SIPUJA,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kependudukan dan Pembangunan Keluarga/BKKBN,Pusat Data dan Teknologi Informasi,"DKI Jakarta, Jakarta Timur (Kota)",63021949,50000000.0,February 2026,APBN - RUPIAH MURNI (A),True,"( 1, PAKET, @ 50000000 )","1. Pengembangan Aplikasi SIPUJA ( 1, PAKET, @ 50000000 );",sesuai spesifikasi pada KAK,central,0.0,low,,0,20
Jasa Pengembangan Aplikasi Identifikasi Pelatihan dan Peningkatan Kompetensi,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63025060,112500000.0,February 2026,APBN - RUPIAH MURNI (A),True,"( 1, PT, @ 112500000 )","1. Jasa Pengembangan Aplikasi Identifikasi Pelatihan dan Peningkatan Kompetensi ( 1, PT, @ 112500000 );","Jasa Pengembangan Aplikasi Identifikasi Pelatihan dan Peningkatan Kompetensi ( 1, PT, @ 112500000 )",central,0.0,low,,0,20
Pemeliharaan aplikasi metode perencanaan kebutuhan,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63024976,75000000.0,February 2026,APBN - RUPIAH MURNI (A),True,"( 1, PT, @ 75000000 )","1. Pemeliharaan aplikasi metode perencanaan kebutuhan ( 1, PT, @ 75000000 );","Pemeliharaan aplikasi metode perencanaan kebutuhan ( 1, PT, @ 75000000 )",central,0.0,low,,0,20
Pemeliharaan Aplikasi Manajemen Soal Uji Kompetensi,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63025074,150000000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 1, PT, @ 150000000 )","Pemeliharaan Aplikasi Manajemen Soal Uji Kompetensi ( 1, PT, @ 150000000 );","Pemeliharaan Aplikasi Manajemen Soal Uji Kompetensi ( 1, PT, @ 150000000 );",central,0.0,low,,0,20
Pembuatan Aplikasi,False,Jasa Lainnya,Pengadaan Langsung,Kab. Halmahera Timur,Dinas Perhubungan,"Maluku Utara, Halmahera Timur (Kab.)",64100755,183000000.0,April 2026,APBD,True,1 Paket,Pembuatan Aplikasi;,Aplikasi SIDAHUB;,kabkota,0.0,low,,0,20
Belanja Keperluan Perkantoran Pengadaan Lisensi Aplikasi Digital,True,Jasa Lainnya,Pengadaan Langsung,Badan Kepegawaian Negara,PUSAT PENGEMBANGAN KEPEGAWAIAN ASN,"Jawa Barat, Bogor (Kab.)",62380494,100000000.0,December 2025,APBN - RUPIAH MURNI (A),True,1 PAKET,Pengadaan Lisensi Aplikasi Digital,spek di kak,central,0.0,low,,0,20
Pemeliharaan Aplikasi Internal Registrasi (Backoffice),True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63024926,150000000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 1, PT, @ 150000000 )","Pemeliharaan Aplikasi Internal Registrasi (Backoffice) ( 1, PT, @ 150000000 );","Pemeliharaan Aplikasi Internal Registrasi (Backoffice) ( 1, PT, @ 150000000 );",central,0.0,low,,0,20
Software Berbasis Web,True,Barang,E-Purchasing,Kab. Bojonegoro,Dinas Pekerjaan Umum Sumber Daya Air,"Jawa Timur, Bojonegoro (Kab.)",63024856,96988900.0,March 2023,APBD,True,1 Paket,Software Berbasis Web;,"Fitur Alat Manajemen dan Operasional (panel admin, beberapa pengguna dengan berbagai tingkat akses, dasbor, statistik, dan analitik);",kabkota,0.0,low,,0,20
Belanja Jasa Konversi Aplikasi/Sistem Informasi,True,Jasa Lainnya,Pengadaan Langsung,Kab. Kediri,Dinas Pendidikan,"Jawa Timur, Kediri (Kab.)",63024235,25000000.0,February 2026,APBD,True,1 Paket,"Jasa Konversi Aplikasi/Sistem Informasi; Kegiatan ATS, HAI, IO","Monitoring Pemantauan Media; Kegiatan ATS, HAI, IO",kabkota,0.0,med,,1,20
Pemeliharaan Aplikasi Simpatik,True,Jasa Konsultansi,Pengadaan Langsung,Kota Depok,DINAS KOMUNIKASI DAN INFORMATIKA,"Jawa Barat, Depok (Kota)",63253591,30000000.0,August 2026,APBD,True,1 Paket,Pemeliharaan Aplikasi Simpatik,"Jasa Konsultansi Non Konstruksi Spesifikasi : Kajian, Analisa, Survey, Pembuatan IT",kabkota,0.0,low,,0,20
aplikasi editor (canva),True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63024923,111919000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 171, th,)","Aplikasi editor (canva) 171, th","Aplikasi editor (canva) 171, th",central,0.0,med,,1,20
Pemeliharaan Aplikasi Registrasi Nakes,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Adm. Kepulauan Seribu (Kab.)",63024940,150000000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 1, PT, @ 150000000 )","Pemeliharaan Aplikasi Registrasi Nakes ( 1, PT, @ 150000000 );","Pemeliharaan Aplikasi Registrasi Nakes ( 1, PT, @ 150000000 );",central,0.0,low,,0,20
Aplikasi Flickr (ditren),True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63025061,17848000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 8, keg )","Aplikasi Flickr (ditren) ( 8, keg );","Aplikasi Flickr (ditren) ( 8, keg );",central,17848000.0,high,"Pengadaan aplikasi berbasis platform Flickr untuk instansi kesehatan tampak tidak selaras dengan fungsi inti layanan publik dan berisiko menjadi belanja aplikasi/layanan yang tidak esensial. Dari judul item, kebutuhan substantif dan manfaat publiknya tidak terlihat jelas sehingga seluruh nilai pengadaan layak dicermati sebagai potensi pemborosan.",1,20
Paket Pekerjaan 1 Pemeliharaan Aplikasi Berupa Pengadaan Tenaga Terampil Data Scientist TA 2026,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Keuangan,KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI,"DKI Jakarta, Jakarta Timur (Kota)",62382145,37500000.0,December 2025,APBN,True,1 Paket,Sesuai KAK / Kajian,Sesuai KAK / Kajian,central,0.0,low,,0,20
Paket Pekerjaaan 2 Pemeliharaan Aplikasi Berupa Pengadaan Tenaga Terampil Frontend Programmer TA 2026,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Keuangan,KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI,"DKI Jakarta, Jakarta Timur (Kota)",62382141,37500000.0,December 2025,APBN,True,1 Paket,Sesuai KAK / Kajian,Sesuai KAK / Kajian,central,0.0,low,,0,20
Pemeliharaan Aplikasi SKP Platform,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63025073,150000000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 1, PT, @ 150000000 )","Pemeliharaan Aplikasi SKP Platform ( 1, PT, @ 150000000 );","Pemeliharaan Aplikasi SKP Platform ( 1, PT, @ 150000000 );",central,0.0,low,,0,20
Biaya Lisensi Tool Monitoring Website/Aplikasi,False,Jasa Lainnya,E-Purchasing,Kota Depok,DINAS KOMUNIKASI DAN INFORMATIKA,"Jawa Barat, Depok (Kota)",63341298,14000000.0,March 2026,APBD,True,1 Unit x 1 Tahun,Biaya Lisensi Tool Monitoring Website/Aplikasi Biaya Lisensi Chatbot,Lisensi Chatbot Biaya Lisensi Chatbot,kabkota,0.0,low,,0,20
Paket Pekerjaan 5 Pemeliharaan Aplikasi Berupa Pengadaan Tenaga Terampil Data Engineer TA 2026,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Keuangan,KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI,"DKI Jakarta, Jakarta Timur (Kota)",62382134,52500000.0,December 2025,APBN,True,1 Paket,Sesuai KAK / Kajian,Sesuai KAK / Kajian,central,0.0,low,,0,20
Paket Pekerjaaan 1 Pemeliharaan Aplikasi Berupa Pengadaan Tenaga Terampil Frontend Programmer TA 2026,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Keuangan,KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI,"DKI Jakarta, Jakarta Timur (Kota)",62382140,37500000.0,December 2025,APBN,True,1 Paket,Sesuai KAK / Kajian,Sesuai KAK / Kajian,central,0.0,low,,0,20
Paket Pekerjaaan 4 Pemeliharaan Aplikasi Berupa Pengadaan Tenaga Terampil Frontend Programmer TA 2026,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Keuangan,KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI,"DKI Jakarta, Jakarta Timur (Kota)",62382143,56500000.0,December 2025,APBN,True,1 Paket,Sesuai KAK / Kajian,Sesuai KAK / Kajian,central,0.0,low,,0,20
Paket Pekerjaan 6 Pemeliharaan Aplikasi Berupa Pengadaan Tenaga Terampil Data Engineer TA 2026,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Keuangan,KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI,"DKI Jakarta, Jakarta Timur (Kota)",62382135,52500000.0,December 2025,APBN,True,1 Paket,Sesuai KAK / Kajian,Sesuai KAK / Kajian,central,0.0,low,,0,20
EBA962.52BC - Barang untuk kegiatan Refreshment Aplikasi SAKTI Terintegrasi,True,Barang,Pengadaan Langsung,Kementerian Pendidikan Dasar dan Menengah,BALAI BESAR PENGEMBANGAN PENJAMINAN MUTU PENDIDIKAN VOKASI BIDANG OTOMOTIF DAN ELEKTRONIKA,"Jawa Timur, Malang (Kota)",62415619,14000000.0,January 2026,APBN,True,1 pkt,ATK dan bahan,ATK dan bahan,central,0.0,low,,0,20
Aplikasi Stata (ditren),True,Barang,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63025046,50490000.0,February 2026,APBN - RUPIAH MURNI (A),True,"( 3, keg, @ 16830000 )","1. Aplikasi Stata (ditren) ( 3, keg, @ 16830000 );","Aplikasi Stata (ditren) ( 3, keg, @ 16830000 )",central,0.0,low,,0,20
Pemeliharaan Aplikasi Registrasi STR (Frontoffice),True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63025008,150000000.0,February 2026,APBN - RUPIAH MURNI (A),True,"( 1, PT, @ 150000000 )","1. Pemeliharaan Aplikasi Registrasi STR (Frontoffice) ( 1, PT, @ 150000000 );","Pemeliharaan Aplikasi Registrasi STR (Frontoffice) ( 1, PT, @ 150000000 )",central,0.0,low,,0,20
Pemeliharaan Aplikasi Logbook RSPPU,True,Jasa Lainnya,E-Purchasing,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63024981,225000000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 1, pt, @ 225000000 )","Pemeliharaan Aplikasi Logbook RSPPU ( 1, pt, @ 225000000 );",Pemeliharaan Aplikasi Logbook RSPPU,central,0.0,low,,0,20
Paket Pekerjaan 3 Pemeliharaan Aplikasi Berupa Pengadaan Tenaga Terampil Data Scientist TA 2026,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Keuangan,KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI,"DKI Jakarta, Jakarta Timur (Kota)",62382147,52500000.0,December 2025,APBN,True,1 Paket,Sesuai KAK / Kajian,Sesuai KAK / Kajian,central,0.0,low,,0,20
Pemeliharaan Aplikasi Kelengkapan Data Laboratorium (APKAL),True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63024984,75000000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 1, pt )",Pemeliharaan Aplikasi Kelengkapan Data Laboratorium (APKAL),Pemeliharaan Aplikasi Kelengkapan Data Laboratorium (APKAL),central,0.0,low,,0,20
Pengadaan software pendukung perwajahan publikasi BPS Kabupaten/Kota,True,Barang,Pengadaan Langsung,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB POLEWALI MANDAR,"Sulawesi Barat, Polewali Mandar (Kab.)",62382593,9540000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 1, PAKET, @ 9540000 )","1. Pengadaan software pendukung perwajahan publikasi BPS Kabupaten/Kota ( 1, PAKET, @ 9540000 );","1. Pengadaan software pendukung perwajahan publikasi BPS Kabupaten/Kota ( 1, PAKET, @ 9540000 );",central,0.0,low,,0,20
Pemeliharaan Aplikasi Pemberian Tunjangan Khusus Dokter Spesialis,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63024982,75000000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 1, PT )",Pemeliharaan Aplikasi Pemberian Tunjangan Khusus Dokter Spesialis,Pemeliharaan Aplikasi Pemberian Tunjangan Khusus Dokter Spesialis,central,0.0,low,,0,20
Pemeliharaan Aplikasi Sistem Informasi Penelitian dan Pengabdian Masyarakat (SIMLITABKES) Poltekkes Kemenkes,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63024954,75000000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 1, pt )",Pemeliharaan Aplikasi Sistem Informasi Penelitian dan Pengabdian Masyarakat (SIMLITABKES) Poltekkes Kemenkes,Pemeliharaan Aplikasi Sistem Informasi Penelitian dan Pengabdian Masyarakat (SIMLITABKES) Poltekkes Kemenkes,central,0.0,low,,0,20
Belanja Pemeliharaan Aset Tidak Berwujud- Software Pemeliharaan Media Sosial PGRI,True,Jasa Lainnya,Pengadaan Langsung,Kota Yogyakarta,Dinas Pendidikan Pemuda dan Olahraga,"DI Yogyakarta, Yogyakarta (Kota)",63721036,3000000.0,May 2026,APBD,True,1 paket x 3000000,Pemeliharaan - Aplikasi,Software Pemeliharaan Media Sosial PGRI,kabkota,0.0,med,,1,20
Belanja Jasa Konversi Aplikasi/Sistem Informasi Sub Kegiatan Pengelolaan Nama Domain dan Sub Domain Penyelenggaraan Pemerintah Daerah dan Pengelolaan Nama Domain Pemerintah Desa Diskominfo Kab. Wonogiri,True,Jasa Lainnya,Pengadaan Langsung,Kab. Wonogiri,DINAS KOMUNIKASI DAN INFORMATIKA,"Jawa Tengah, Wonogiri (Kab.)",62382926,135000000.0,December 2025,APBD,True,1 Paket,"Jasa Layanan Teknologi, Informasi dan Komunikasi;",Jasa hosting domain website pemerintah;,kabkota,0.0,low,,0,20
Paket Pekerjaan 7 Pemeliharaan Aplikasi Berupa Pengadaan Tenaga Terampil Data Analyst TA 2026,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Keuangan,KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI,"DKI Jakarta, Jakarta Timur (Kota)",62382136,52500000.0,December 2025,APBN,True,1 Paket,Sesuai KAK / Kajian,Sesuai KAK / Kajian,central,0.0,low,,0,20
Paket Pekerjaan 8 Pemeliharaan Aplikasi Berupa Pengadaan Tenaga Terampil Data Analyst TA 2026,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Keuangan,KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI,"DKI Jakarta, Jakarta Timur (Kota)",62382137,52500000.0,December 2025,APBN,True,1 Paket,Sesuai KAK / Kajian,Sesuai KAK / Kajian,central,0.0,low,,0,20
aplikasi langganan berbayar google1 dan space,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Kesehatan,SEKRETARIAT DIREKTORAT JENDERAL SUMBER DAYA MANUSIA KESEHATAN,"DKI Jakarta, Jakarta Selatan (Kota)",63024929,72675000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 57, keg )",Aplikasi langganan berbayar google1 dan space,Aplikasi langganan berbayar google1 dan space,central,72675000.0,high,"Pengadaan langganan aplikasi berbayar untuk layanan penyimpanan/cloud komersial umum pada unit sekretariat berpotensi tidak selaras dengan prinsip efisiensi belanja pemerintah, terutama bila kebutuhan dapat dipenuhi melalui platform resmi instansi, layanan pemerintah, atau skema lisensi korporat yang lebih tepat. Nilai anggaran relatif besar untuk langganan aplikasi generik sehingga layak dicermati sebagai potensi pemborosan.",1,20
Paket Pekerjaaan 5 Pemeliharaan Aplikasi Berupa Pengadaan Tenaga Terampil Frontend Programmer TA 2026,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Keuangan,KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI,"DKI Jakarta, Jakarta Timur (Kota)",62382144,56500000.0,December 2025,APBN,True,1 Paket,Sesuai KAK / Kajian,Sesuai KAK / Kajian,central,0.0,low,,0,20
